id_usuario,id_sesion,nombre_evento,timestamp_evento,pais,dispositivo,fuente_referencia,categoria_producto
user_6405,6021031f-c595-4723-8e7f-9b7956aaaac7,add_payment_info,2025-06-22,Argentina,desktop,paid_search,Hogar
user_1362,fa02746a-8893-448e-bace-1f683cf1f3ab,purchase,2025-03-29,Mexico,mobile,social,Electronica
user_155,2fbafab8-8e7c-49ee-a0d2-61364d01d291,begin_checkout,2025-06-25,Colombia,mobile,paid_search,Moda
user_405,3faf59da-fca4-4205-887b-7c933f65a54b,first_visit,2025-01-31,Argentina,mobile,social,Electronica
user_7580,bbea61df-eea0-4f6e-b892-555c1a5f4d64,select_item,2025-01-26,Mexico,mobile,organic,Moda
user_4094,d2587c69-6c35-4c1d-be14-5ee86e38ba9d,add_payment_info,2025-05-22,Argentina,desktop,paid_search,Moda
user_6191,b68071c3-e5b5-4b0d-8510-1489a0aaad12,first_visit,2025-04-05,Colombia,desktop,paid_search,Moda
user_3761,4679e846-233e-4997-9808-ed4fdf223433,select_item,2025-05-15,Colombia,desktop,social,Moda
user_6600,48b93091-19c7-4a52-9481-12c47de53a3d,purchase,2025-01-21,Mexico,mobile,paid_search,Hogar
user_1586,e076fb40-e9ea-4f5c-b76b-005c2ffcbadd,add_to_cart,2025-01-31,Colombia,desktop,social,Hogar
user_6833,4646e187-d7a9-472b-be0c-61b2a16ed2af,first_visit,2025-01-14,Argentina,mobile,organic,Electronica
user_5210,bfb7406d-d1e9-4fc2-8282-b56063a32336,begin_checkout,2025-01-25,Mexico,desktop,organic,Moda
user_2737,19ec8f62-9cf6-428c-bc52-abf30b8aded6,first_visit,2025-03-15,Mexico,mobile,paid_search,Moda
user_6657,686df064-b059-42f9-a95b-1f29c04cf8e9,begin_checkout,2025-04-09,Colombia,desktop,organic,Electronica
user_5851,e5d0368d-0397-4b88-a980-d88a4e0101fc,first_visit,2025-01-12,Argentina,desktop,organic,Hogar
user_3184,105b7be2-29af-49de-abab-75725dd30620,purchase,2025-02-03,Argentina,mobile,social,Hogar
user_6964,99bb3b5d-22cf-433e-9c79-b817ca98f4a2,select_item,2025-02-18,Argentina,desktop,social,Electronica
user_7305,dcf5e470-0300-4d41-8071-1c2afa935f6c,first_visit,2025-04-05,Argentina,desktop,organic,Hogar
user_48,6b74fc9b-1ab5-4661-9334-d48fc506caee,first_visit,2025-03-05,Argentina,mobile,social,Moda
user_6654,49d94981-32c7-4280-851a-dd4afce4bf15,first_visit,2025-03-28,Mexico,mobile,paid_search,Hogar
user_6521,3a24bd1c-5bb7-438b-9dab-ce024e72f124,first_visit,2025-06-12,Mexico,desktop,paid_search,Hogar
user_326,2eaa6d26-1adf-4b00-b4fd-0d302bdcb4fa,add_to_cart,2025-06-01,Mexico,mobile,paid_search,Electronica
user_4432,bdeb2d7a-5178-4d58-8b67-3099aa898b6f,add_to_cart,2025-04-12,Colombia,mobile,paid_search,Hogar
user_3457,fbb68525-9335-4e33-a28d-a73ead97498c,add_to_cart,2025-05-11,Argentina,desktop,social,Electronica
user_3657,b00bb38e-5253-414d-be87-22471e5f7874,first_visit,2025-02-11,Colombia,desktop,social,Electronica
user_6688,e38fe960-239c-4eee-bd00-0ea35605359a,begin_checkout,2025-05-11,Colombia,mobile,paid_search,Hogar
user_1668,f513eaad-bda1-4f80-91db-a8066b71b98d,add_to_cart,2025-06-01,Colombia,mobile,organic,Electronica
user_43,cd49c915-8808-403a-bc46-30d65cd3fee5,select_item,2025-01-04,Mexico,mobile,social,Hogar
user_5185,f10150bc-7d75-4f0e-9aca-22871db7701f,add_to_cart,2025-01-25,Argentina,desktop,social,Hogar
user_1575,10019dc3-6128-478a-9e6f-4edb5b53bd79,add_to_cart,2025-03-11,Mexico,mobile,social,Hogar
user_2225,3061f306-08ec-4e72-9629-b66fa4269624,first_visit,2025-01-13,Argentina,mobile,organic,Moda
user_7325,72fd0b71-95ce-4b99-a08c-4f9c1b287f8b,add_payment_info,2025-05-18,Argentina,desktop,paid_search,Moda
user_6071,e0e1a52b-d5cd-46e7-bf51-fa193712e348,select_item,2025-01-30,Colombia,desktop,paid_search,Moda
user_5166,c3da009b-0aaa-4d5d-bcc9-15017ce044dd,add_to_cart,2025-02-05,Mexico,mobile,paid_search,Hogar
user_2521,596c09e6-9109-470c-ba69-066766c72976,purchase,2025-06-27,Colombia,mobile,organic,Electronica
user_1861,aa916e76-f0e2-4521-becd-b72a5cadd879,add_payment_info,2025-03-04,Colombia,mobile,social,Hogar
user_4953,904b868e-e664-45fb-aee8-cf2f190bf384,first_visit,2025-03-28,Colombia,desktop,organic,Electronica
user_545,c3e1bf45-5866-4b42-addc-bb8df1c99e49,add_to_cart,2025-04-20,Mexico,desktop,paid_search,Hogar
user_6192,90cac7ea-c13a-4c35-b488-0a0bff6008f8,select_item,2025-02-28,Colombia,mobile,paid_search,Moda
user_5083,ce304a7c-87d2-4deb-ba1e-0124999eee5b,add_to_cart,2025-01-21,Argentina,mobile,paid_search,Moda
user_1489,b4880034-461c-4f70-ab68-40219a8ea334,add_to_cart,2025-04-13,Mexico,desktop,paid_search,Hogar
user_6327,4ed6003a-f02e-4e93-85a6-15fd3c63a30d,select_item,2025-05-07,Mexico,desktop,paid_search,Moda
user_61,9e78e7fd-f403-4f90-a2c6-25f1537fe1b3,purchase,2025-04-08,Argentina,desktop,paid_search,Moda
user_4671,15b7fea9-57c8-4b02-aeb2-b6475cba30d6,first_visit,2025-04-12,Colombia,desktop,social,Hogar
user_520,c414e03a-f66a-43d7-8186-17303001459d,select_item,2025-01-13,Mexico,mobile,social,Electronica
user_4006,30d84eb0-8920-475f-89d8-a0178bf696a3,add_to_cart,2025-02-06,Colombia,mobile,organic,Moda
user_1732,802261b4-76f0-4442-ad0a-364d5358eb5d,add_to_cart,2025-04-26,Argentina,desktop,social,Electronica
user_3017,86855ff7-b7e7-4090-ad54-427a77cf099b,add_payment_info,2025-01-25,Argentina,mobile,paid_search,Electronica
user_6097,37baee04-bb67-4815-9bdf-38429edb03f2,purchase,2025-04-12,Colombia,desktop,social,Electronica
user_276,a8b97db3-ee6c-4872-84bf-14a1d04e21f9,begin_checkout,2025-05-24,Colombia,mobile,social,Moda
user_5904,784df699-b0d8-4f4a-92d5-44847241daa8,first_visit,2025-05-30,Mexico,mobile,paid_search,Moda
user_3461,63af380d-1f03-4f30-b1ca-3efbd8191b01,add_to_cart,2025-02-16,Colombia,desktop,organic,Moda
user_2489,5a675684-5974-4069-8d19-6c534f566725,add_payment_info,2025-04-29,Mexico,desktop,social,Electronica
user_4278,55212b1b-286c-42aa-94a2-5d230965ddac,add_to_cart,2025-05-16,Mexico,mobile,organic,Hogar
user_2169,5b9dce93-5b94-4b6b-9d47-b439cf5d35e6,first_visit,2025-06-12,Argentina,desktop,social,Hogar
user_589,3b032cb6-b623-46d0-b6ae-9ecb1034325d,add_to_cart,2025-05-23,Argentina,desktop,social,Moda
user_5816,112d1674-d896-4b67-9687-cd9878258d49,add_to_cart,2025-05-23,Mexico,desktop,paid_search,Electronica
user_709,087df3d4-2002-499c-806c-4f95a6e3fd5c,begin_checkout,2025-03-12,Mexico,mobile,social,Moda
user_6515,01b38f81-69c7-4161-95a2-675aa78f94b3,first_visit,2025-04-30,Mexico,desktop,organic,Hogar
user_1169,ea7a7bfd-cf43-4092-9072-c1175e2da11c,first_visit,2025-05-12,Colombia,mobile,social,Electronica
user_6649,99a07ee3-e656-4af2-be84-3d2aebe124f8,select_item,2025-06-25,Argentina,mobile,organic,Electronica
user_524,c08f6259-d8bb-4821-a998-92fd3ed0dee3,add_payment_info,2025-04-28,Mexico,desktop,paid_search,Moda
user_7030,6665414e-126a-4e53-b7f3-530a46131383,first_visit,2025-01-23,Argentina,mobile,social,Hogar
user_5016,edf36dee-43ef-46d7-ad99-1aaed9a2839e,select_item,2025-05-20,Mexico,desktop,social,Electronica
user_2177,88d4b414-687c-4d59-b1f7-aaac03625c98,add_payment_info,2025-01-20,Argentina,desktop,organic,Electronica
user_4340,b5bbd07d-d3cc-402f-bbb9-ea172991494b,first_visit,2025-06-07,Colombia,mobile,paid_search,Moda
user_2916,af3dca05-332c-4de1-ada4-6b4e4c1096f6,add_payment_info,2025-02-20,Argentina,mobile,organic,Hogar
user_7928,cbe3d358-5eee-41c1-92a1-3408b4bd0801,first_visit,2025-05-17,Argentina,mobile,social,Electronica
user_595,568b2f16-160d-4743-8e2e-575e169e5d0a,add_to_cart,2025-02-28,Colombia,mobile,organic,Electronica
user_1765,ab0770c4-6e2a-47f6-a1c4-d25c80244acd,first_visit,2025-03-20,Colombia,mobile,paid_search,Hogar
user_1672,f03d735a-f438-4ec0-8626-0653160c8c6f,first_visit,2025-05-08,Colombia,mobile,social,Moda
user_7368,c7ccb8d8-a4dc-44eb-be1d-2601455dd486,select_item,2025-06-21,Colombia,desktop,social,Hogar
user_2841,0f8e3b7b-5a11-4172-b265-a331ed582d08,add_payment_info,2025-04-24,Colombia,desktop,social,Moda
user_4825,a2322046-e7a4-4fd3-8211-5a888930ea5f,first_visit,2025-01-12,Argentina,mobile,social,Electronica
user_3919,c5cf11a1-f76a-4a33-932d-249ab44eb3f4,first_visit,2025-03-31,Mexico,desktop,organic,Electronica
user_2060,79aa6e7c-3e70-408b-ad7a-ea38f2c162f7,add_payment_info,2025-01-23,Colombia,mobile,social,Moda
user_2800,b7b455ee-de70-4fe6-9d92-122c6b5e98fd,first_visit,2025-01-04,Mexico,desktop,social,Electronica
user_93,b0e53f1d-5e92-4837-8982-a98ca4aafcac,add_to_cart,2025-06-15,Mexico,mobile,social,Hogar
user_7496,074e4578-e0c9-4933-8ea1-6df4b64e3133,first_visit,2025-03-07,Colombia,desktop,paid_search,Electronica
user_5801,bee52afe-7e0c-4ef3-866c-19b1c48a4bb1,select_item,2025-05-02,Colombia,mobile,social,Hogar
user_944,be60d51d-edd4-46ee-a1ca-f11de8a56433,add_payment_info,2025-03-01,Mexico,mobile,organic,Moda
user_4515,c877f9ba-d6ed-4697-9c4f-db80a2f3eadd,select_item,2025-01-01,Mexico,mobile,paid_search,Electronica
user_1224,aacac757-b466-4c70-9e84-f256e480bd2a,purchase,2025-06-10,Argentina,mobile,paid_search,Moda
user_215,5422e8cf-b493-4519-a946-19048e3f5540,first_visit,2025-05-23,Argentina,mobile,organic,Moda
user_1197,5e5e3143-e054-4b9f-8e60-62afb6bfa09b,add_payment_info,2025-01-08,Mexico,mobile,paid_search,Hogar
user_58,29e44d4f-f218-4ca7-b677-601b9f4b9101,purchase,2025-02-17,Colombia,desktop,organic,Hogar
user_6759,5a397f15-7090-4fd1-8559-e98eeb1da961,first_visit,2025-05-13,Mexico,desktop,organic,Moda
user_2387,b85501f0-21f2-49ee-bcc4-b2367e0436d3,begin_checkout,2025-02-12,Argentina,desktop,organic,Hogar
user_2320,ffb70436-195a-46c4-9316-71a7ad9c2c71,begin_checkout,2025-01-25,Colombia,desktop,social,Moda
user_7921,000a850d-022b-4874-8c72-2126ed5d050a,add_payment_info,2025-02-25,Colombia,mobile,paid_search,Electronica
user_3390,94d58fe6-fbff-4f83-9089-9adbe470ab79,first_visit,2025-01-30,Mexico,desktop,social,Moda
user_4760,2e4bdd1b-f4fd-468f-b283-93809851b51a,select_item,2025-06-30,Argentina,desktop,social,Moda
user_6004,22f98df3-4d7e-48b5-9eb4-58d5093656b7,first_visit,2025-01-21,Mexico,desktop,paid_search,Electronica
user_1228,b3245be1-98ef-45fe-ae42-497c8caeda29,first_visit,2025-06-28,Colombia,mobile,paid_search,Electronica
user_1892,11f8796a-7150-4176-9a68-2c71f729c001,add_to_cart,2025-03-18,Argentina,desktop,organic,Electronica
user_1031,2ea79879-196b-4faa-9ea8-158a80bf4301,first_visit,2025-05-11,Colombia,mobile,organic,Electronica
user_3462,35849f5c-214b-4ff8-a2da-951cd9f27a65,select_item,2025-02-14,Argentina,desktop,paid_search,Moda
user_7345,299d7efa-4f30-418c-8707-892cf11b1a30,first_visit,2025-03-21,Mexico,desktop,social,Moda
user_7259,8a27fac1-6319-4bae-83c9-6e4a7d7d7247,first_visit,2025-06-11,Mexico,mobile,organic,Electronica
user_4739,ecd4ebfc-d76e-4c86-a2ca-ae7142b0bab8,add_to_cart,2025-01-24,Colombia,mobile,social,Moda
user_5700,dcfbf1ea-5210-44a9-855d-a2a55c3985d9,first_visit,2025-03-19,Argentina,desktop,social,Moda
user_6720,01c27b84-81ad-4c7e-8725-6ac4c30620a5,first_visit,2025-03-01,Argentina,desktop,organic,Hogar
user_769,821652a9-2024-40d0-91e5-e5c546453429,first_visit,2025-01-06,Colombia,mobile,organic,Moda
user_7948,f998c82b-4547-4461-862d-540ea91e3b77,select_item,2025-03-12,Argentina,mobile,organic,Electronica
user_3987,15f6d370-cb05-4b7f-a662-dc8bb5e1d0c5,purchase,2025-03-17,Argentina,mobile,paid_search,Electronica
user_7402,bb5f63ea-8da2-455c-ad60-5fa0c7e7bb95,first_visit,2025-03-21,Mexico,mobile,social,Electronica
user_6532,e73851e1-55f0-4834-ba0c-4668542df7cf,purchase,2025-04-08,Colombia,mobile,paid_search,Hogar
user_6667,15af0488-a4b5-44c6-a7fe-3f44ec695f6f,first_visit,2025-05-26,Mexico,mobile,paid_search,Moda
user_2167,7b5b7790-8698-41ca-989a-f6fd5a81b159,add_payment_info,2025-04-29,Mexico,mobile,paid_search,Electronica
user_6315,bfca3a4c-af65-4c14-b2e9-9659764d2471,add_to_cart,2025-05-17,Colombia,desktop,paid_search,Hogar
user_4730,fe78f505-ffec-47f7-9c5a-e7d00d10fc49,begin_checkout,2025-06-10,Argentina,mobile,paid_search,Hogar
user_1088,adbf3059-a678-4a92-9e3e-ecb7e4e4fa8f,begin_checkout,2025-05-31,Colombia,desktop,organic,Moda
user_3305,b773f651-6800-43c3-9c4d-4493f3ea5da9,begin_checkout,2025-03-17,Colombia,desktop,organic,Hogar
user_104,0dc5f12f-ad2d-43e9-aa85-e042e649f06f,first_visit,2025-02-07,Colombia,mobile,organic,Hogar
user_776,6c2752dc-200c-42c5-a003-db32824e6025,select_item,2025-03-25,Colombia,mobile,paid_search,Electronica
user_4054,64823a98-bc89-46d3-af3b-bac8763b14e6,add_payment_info,2025-05-25,Mexico,mobile,social,Hogar
user_1715,a7c04cf5-5e82-497c-bbde-ac14f4de677e,add_payment_info,2025-04-16,Colombia,mobile,paid_search,Electronica
user_2078,d8abf623-52e2-43de-acf3-8a228b35b727,begin_checkout,2025-02-26,Mexico,desktop,organic,Hogar
user_7240,d8f29462-1a04-49ac-bd1e-c784e8b6eb24,begin_checkout,2025-03-18,Colombia,mobile,paid_search,Moda
user_6068,8024edff-c5b7-4306-b7a4-f160cab04fa6,begin_checkout,2025-05-29,Mexico,desktop,paid_search,Hogar
user_3048,dc05cb97-e798-4390-9f36-da9f62ca06bb,select_item,2025-01-05,Colombia,mobile,organic,Electronica
user_3484,b0be60c8-2eec-4a9d-99d0-b273bd311ad5,first_visit,2025-01-06,Mexico,desktop,social,Hogar
user_5879,98e725d4-279d-4538-b710-46ce93399a24,begin_checkout,2025-01-24,Argentina,mobile,paid_search,Electronica
user_4940,b2dacb24-d296-4c02-a6f7-8646b1321e41,select_item,2025-06-01,Mexico,desktop,social,Moda
user_183,1d87391e-3250-4954-bfd0-1f59f2035504,select_item,2025-04-26,Argentina,mobile,social,Electronica
user_827,f0a8e844-598a-43a0-9743-fe13033953bd,add_payment_info,2025-04-18,Mexico,mobile,social,Hogar
user_2392,265475b7-2ab0-4fcd-b0f4-2e8dc64b508f,add_payment_info,2025-05-15,Mexico,desktop,paid_search,Moda
user_5873,886e315d-abe0-42a1-8b63-6c8d003e53dc,begin_checkout,2025-06-05,Argentina,desktop,organic,Hogar
user_922,71502f88-d564-44e5-be5a-187cef9603cf,purchase,2025-02-27,Mexico,mobile,organic,Electronica
user_2048,d7fc4561-63de-44db-af07-d44e5b5cae79,add_to_cart,2025-03-05,Argentina,mobile,organic,Electronica
user_2297,b565e5d9-3ef6-4454-b28d-c25852e86646,first_visit,2025-03-12,Mexico,desktop,organic,Hogar
user_677,31da0536-0fe0-4466-ab8a-9fa79a196353,select_item,2025-04-03,Mexico,desktop,organic,Electronica
user_405,3dadb566-c039-43d2-844c-3ebaceda754d,begin_checkout,2025-01-02,Argentina,mobile,social,Hogar
user_1126,a6065d3c-9930-4f67-b2a5-033ffe11d862,first_visit,2025-01-16,Mexico,desktop,organic,Moda
user_1188,7b4b0462-5173-424c-8702-991081db0e89,select_item,2025-03-08,Mexico,mobile,social,Moda
user_2552,452e05e0-7145-44b4-a7c6-a6618f224579,begin_checkout,2025-01-27,Colombia,desktop,social,Moda
user_7453,e02b4308-63df-4608-9e78-7a0cb504e2b0,add_to_cart,2025-06-08,Colombia,mobile,organic,Hogar
user_4725,caac8c4e-1baf-4ffa-a87e-1e1a1bbccbbc,select_item,2025-04-04,Colombia,mobile,organic,Hogar
user_7574,197d296f-2490-4b58-8b95-2776ef26bce6,add_to_cart,2025-01-23,Colombia,mobile,organic,Hogar
user_895,a56519a7-0d62-4544-85fb-29ebd6fc1dc0,begin_checkout,2025-06-20,Colombia,mobile,organic,Electronica
user_5328,23ae0624-4e71-43af-9c1b-716a4ec6e386,purchase,2025-01-23,Argentina,desktop,organic,Electronica
user_5491,c7857838-534b-4794-a421-420ce076654a,begin_checkout,2025-02-20,Argentina,desktop,paid_search,Moda
user_2310,db49e8df-4562-4f68-a1c7-0e8eabacb2a4,select_item,2025-06-11,Argentina,desktop,social,Hogar
user_5079,1847bfb8-911e-4faa-9644-806928e187dd,first_visit,2025-01-12,Mexico,desktop,social,Moda
user_468,e087684b-fff6-43f5-935e-dd566ac84b8d,select_item,2025-02-24,Argentina,desktop,organic,Electronica
user_3159,0a92b287-e16d-4170-a681-f5c8378614c6,add_payment_info,2025-01-07,Mexico,desktop,organic,Moda
user_6182,b21fa788-091d-4c86-8fd3-a69d4f1017ea,begin_checkout,2025-04-24,Mexico,mobile,social,Electronica
user_2362,b8570837-509b-499e-9bb4-1da70a620fcf,begin_checkout,2025-04-10,Mexico,mobile,paid_search,Hogar
user_4318,462ffcba-992f-4a38-90b0-361ea92fce3c,add_to_cart,2025-04-10,Mexico,desktop,paid_search,Moda
user_7612,aa436018-5131-498e-9dbf-a30030415ef3,begin_checkout,2025-01-19,Colombia,mobile,paid_search,Electronica
user_7965,97411811-7a06-4928-a1d6-6c6bd5f36c05,select_item,2025-05-03,Argentina,mobile,social,Hogar
user_5092,09d464d4-d73d-42c9-b762-c0ed1a73ea98,add_to_cart,2025-01-02,Argentina,mobile,organic,Hogar
user_6803,eeac8477-d931-4bb2-8e0e-f02e0c39f601,first_visit,2025-04-10,Argentina,desktop,paid_search,Moda
user_4220,88350e44-65fe-4195-9ea3-40bd0135d020,add_payment_info,2025-06-29,Mexico,mobile,social,Electronica
user_5591,76ee7b53-e1ca-4936-b309-274eca8430cb,first_visit,2025-01-28,Argentina,desktop,organic,Electronica
user_3348,4b569e37-a657-490e-b88c-333be4d88c9c,purchase,2025-04-10,Argentina,mobile,paid_search,Electronica
user_5706,5f167e99-7d93-47e6-a4fd-42c1f7b19395,add_to_cart,2025-06-25,Mexico,desktop,social,Moda
user_3261,cb9a962a-eb10-41e5-af2e-157a66410b06,add_to_cart,2025-04-13,Colombia,desktop,organic,Hogar
user_3360,2d3e0a77-a0ea-4ee5-a432-9128769e22ab,first_visit,2025-05-23,Argentina,mobile,organic,Hogar
user_2284,decfdfba-b6d2-4d89-8be2-60fe056b6ee0,add_to_cart,2025-03-10,Mexico,desktop,paid_search,Moda
user_6135,901e38ba-3b71-430a-90d9-57acb06de56b,first_visit,2025-04-16,Mexico,mobile,social,Electronica
user_100,f016b8f5-22ad-4719-9c1b-213051f67dd1,first_visit,2025-03-21,Argentina,desktop,social,Electronica
user_4633,0250bf6d-b955-4599-ba70-699814c90a6c,purchase,2025-06-26,Mexico,desktop,social,Electronica
user_6883,1d0575df-cc95-46af-b6f3-4c5866236d85,select_item,2025-05-18,Mexico,desktop,organic,Moda
user_6726,4c807181-ae9e-46db-841b-277581183946,select_item,2025-06-22,Mexico,desktop,organic,Moda
user_1390,88ea8eeb-61c5-45d9-b61b-4bb01643e741,first_visit,2025-02-04,Mexico,mobile,paid_search,Hogar
user_850,c836256f-eb83-479c-9291-824911e19dc3,begin_checkout,2025-06-14,Mexico,desktop,paid_search,Hogar
user_4661,4a016765-0d01-4e1b-8bb1-2675d1141b2a,first_visit,2025-01-08,Mexico,desktop,paid_search,Electronica
user_6213,721df060-6ae0-440b-b938-9e933c417ad2,select_item,2025-06-03,Argentina,desktop,organic,Moda
user_6883,ce4c6e50-beb5-4996-b667-82ed133d9830,select_item,2025-05-14,Mexico,desktop,social,Hogar
user_5033,6ebd53fa-d30b-4d20-895d-4e03279a5fb9,add_to_cart,2025-05-06,Argentina,desktop,paid_search,Moda
user_340,c54e5a39-2b3a-44a8-936e-5287f1782ca0,select_item,2025-02-02,Argentina,mobile,social,Hogar
user_96,52a05b4c-0d89-4283-9675-d8eac1a2c3e3,add_to_cart,2025-05-16,Mexico,mobile,social,Hogar
user_794,7ef26b08-2793-4407-989f-fb32c6a938d2,add_to_cart,2025-03-21,Colombia,desktop,social,Electronica
user_3483,fa7a73c8-96f7-425e-a306-5388b219d539,first_visit,2025-05-14,Colombia,desktop,social,Moda
user_463,f0051c57-4561-433d-a34e-41ef95bf67e3,add_to_cart,2025-01-19,Argentina,desktop,social,Electronica
user_5142,1480b026-a43b-4872-8385-c9b91d5c9a23,begin_checkout,2025-05-12,Colombia,desktop,social,Hogar
user_7948,9b7c92e0-7e6e-4402-9c00-766d5f114b51,purchase,2025-01-28,Argentina,mobile,organic,Moda
user_4746,034a170c-8654-493b-b933-ca693974c633,purchase,2025-05-17,Mexico,desktop,organic,Moda
user_584,4cefc607-d2ae-4aa2-a360-4cf883ce143e,add_to_cart,2025-04-10,Mexico,desktop,social,Electronica
user_2774,adca2372-5e44-4ec5-bebc-74ed034f705b,add_to_cart,2025-05-27,Colombia,mobile,social,Hogar
user_915,c0b5c6b6-4d90-451a-8d09-f88f31304cd0,first_visit,2025-04-11,Colombia,mobile,social,Hogar
user_7411,5fb4d658-e7b1-4e36-acd5-8bca880033fb,add_to_cart,2025-06-04,Argentina,desktop,paid_search,Hogar
user_3141,3d31bba6-3b04-4b49-b7a0-dd956a344e1e,add_payment_info,2025-02-05,Argentina,desktop,social,Hogar
user_3894,28bcae93-f4c1-4508-8606-ed313a9b57a9,add_to_cart,2025-02-27,Mexico,mobile,organic,Moda
user_1561,a0fca647-f88d-4497-90c2-8a6c53f7f7b7,select_item,2025-03-13,Colombia,mobile,organic,Moda
user_6238,ae761581-a3bb-427f-921d-db86b8125939,first_visit,2025-03-07,Mexico,desktop,organic,Electronica
user_585,cd1320d7-6062-4aff-8574-7808c0b6b0c9,add_to_cart,2025-03-07,Colombia,desktop,paid_search,Moda
user_2953,4d99212f-4a43-44d0-8633-bad85fa4e443,select_item,2025-01-15,Colombia,mobile,organic,Electronica
user_1701,f404860d-cfd1-488f-861c-d529bde97443,select_item,2025-03-25,Mexico,desktop,social,Moda
user_1137,ed6473c6-ef97-4dc6-a8e5-cb35a9be8cc7,select_item,2025-04-05,Colombia,mobile,paid_search,Moda
user_1679,9df91fe5-daf0-4fac-b913-ddd175627584,add_to_cart,2025-04-23,Colombia,mobile,paid_search,Hogar
user_433,96941789-4496-41c0-9015-f251b43818dd,add_payment_info,2025-02-06,Colombia,mobile,social,Moda
