user_id,genero,edad,continente,pais,fecha_registro,tipo_suscripcion,puntos_cliente,medio_pago_guardado,tiene_tarjeta_retail,tiene_app_descargada,fecha_instalacion_app,notificaciones_activadas,plataforma_app,cantidad_ordenes,total_gastado,ticket_promedio,visitas_web,visitas_app,nivel_educativo
55cd1ee4-4f0f-4406-a24e-5a75aeda88c2,F,41,América,México,2024-08-17,ULTRA,15422,Tarjeta Credito Bancario,0,1,2025-11-02,1,Android 13.3,31,8293.74,267.54,19,140,superior_completa
83cb1274-15e1-4aac-9958-6fda8dc9b72d,M,46,Oceanía,Nueva Zelanda,2024-04-28,ULTRA,16350,Tarjeta credito marketplace,1,1,2024-07-28,1,iOS 16.4,33,10892.64,330.08,39,163,escolar_completa
cf64be01-5efc-4f48-93f8-a8cf44433ec3,F,20,América,Ecuador,2025-08-15,FREE,4373,Tarjeta credito marketplace,1,1,2025-11-03,1,iOS 17.1,27,1473.93,54.59,26,205,superior_incompleta
89030aca-ee90-49ba-b7a6-b9e6e6251c9f,SR,26,Europa,Suiza,2023-08-01,FREE,501,Tarjeta Credito Bancario,0,0,,0,,30,1359.3,45.31,77,0,superior_incompleta
93d80a59-9857-421d-8677-59a1baeb2312,F,47,Europa,Alemania,2021-08-27,FREE,5363,No agregado,0,0,,0,,50,2687.5,53.75,99,0,escolar_incompleta
308a7089-8d7e-45c2-8787-9ad1e0b095ba,F,26,Europa,Portugal,2025-08-26,ULTRA,8288,Tarjeta credito marketplace,1,0,,0,,11,3554.98,323.18,115,0,superior_completa
deb74f00-074d-44a7-97c8-2ad4ff94f3cd,M,42,América,Chile,2023-08-24,ULTRA,2618,Tarjeta credito marketplace,1,0,,0,,20,8399.4,419.97,106,0,escolar_incompleta
319a7c8c-8435-480b-aa6b-1deb0aa2ad05,F,48,América,Canadá,2022-12-02,PREMIUM,6850,No agregado,0,1,2025-02-26,1,Android 13.3,8,996.24,124.53,23,155,escolar_completa
26cc7b23-4887-4f4e-9a96-0484b54448cd,F,58,América,Ecuador,2025-02-15,FREE,3648,Tarjeta credito marketplace,1,1,2025-04-12,0,Android 15.2,32,1362.56,42.58,21,180,escolar_completa
c02deeae-ee18-4833-9a92-9f7373bd59e1,F,50,América,Chile,2024-12-09,FREE,4912,Mercado Pago,0,0,,0,,9,396.45,44.05,126,0,superior_completa
eb5d38d5-5a5c-4b22-b5cf-d911666c5c3b,F,47,Europa,Alemania,2023-12-25,FREE,3839,Tarjeta credito marketplace,1,0,,0,,12,567.72,47.31,146,0,escolar_completa
90b638e5-7e4f-4b5e-86ec-c1dc1caebdbf,M,46,América,Ecuador,2023-08-17,PREMIUM,2174,Tarjeta Credito Bancario,0,1,2024-08-26,1,Android 13.3,35,4950.75,141.45,34,151,superior_incompleta
63d10175-a987-484f-9cba-8807d57f6f75,M,31,América,Chile,2023-11-15,FREE,1791,Tarjeta Credito Bancario,0,0,,0,,39,1710.93,43.87,133,0,escolar_completa
798493c9-8bd7-4da9-88ec-7511e1bf3057,F,37,América,Perú,2025-08-12,PREMIUM,9874,Paypal,0,1,2025-09-09,0,iOS 17.2,18,2906.82,161.49,17,176,superior_completa
f50e038a-2758-4b37-b1a1-ff153965eed5,F,36,América,EE. UU.,2023-08-09,PREMIUM,3828,Tarjeta Debido Bancario,0,0,,0,,37,5450.1,147.3,75,0,superior_incompleta
62f086c9-633f-4f48-9bf7-67de29c00335,NB,27,América,Chile,2023-10-05,FREE,1761,Tarjeta Credito Bancario,0,0,,0,,33,1281.39,38.83,102,0,escolar_completa
5d61c2ff-b518-4d45-ab55-f1df39eefeda,F,31,América,Perú,2024-12-28,PREMIUM,2535,Paypal,0,0,,0,,34,4678.06,137.59,79,0,superior_incompleta
ac1f70b9-9552-478b-9047-99ba6dc21fab,F,23,Oceanía,Nueva Zelanda,2022-03-28,FREE,5554,Tarjeta Debido Bancario,1,0,,0,,19,654.74,34.46,54,0,superior_completa
11c1d3b6-e4d1-4d87-9d74-433a9a343148,M,33,Europa,Suecia,2025-09-03,FREE,3879,No agregado,1,1,2025-09-14,1,Android 14.1,49,2418.64,49.36,36,150,escolar_completa
1a20d60b-2ddb-46b0-828c-380c69d82148,F,24,América,Canadá,2021-08-10,FREE,1529,Tarjeta Debido Bancario,0,0,,0,,18,793.26,44.07,75,0,escolar_completa
732ed27e-76e6-4acc-aaef-b5f79e8cac09,F,25,América,EE. UU.,2022-08-05,FREE,3382,Tarjeta Debido Bancario,0,0,,0,,27,1395.09,51.67,133,0,escolar_completa
973a89eb-426b-4f29-9d92-4b7b455cf80b,M,52,América,Venezuela,2023-12-18,PREMIUM,5280,Tarjeta Credito Bancario,0,0,,0,,21,2718.87,129.47,129,0,superior_incompleta
19da80c8-8bed-4c4c-9dd2-f5df8f1a4d1e,F,32,América,Colombia,2024-12-20,FREE,4557,Mercado Pago,0,1,2025-07-28,1,Android 12.0,46,2122.44,46.14,31,114,superior_incompleta
4911b174-50e7-4275-9e82-1a20fa182072,M,38,América,Colombia,2021-04-25,ULTRA,14208,Mercado Pago,0,0,,0,,25,7314.0,292.56,61,0,superior_incompleta
616e147c-0189-4588-b352-4965188d13dc,F,41,América,Argentina,2022-06-25,ULTRA,14612,Tarjeta credito marketplace,1,1,2022-09-08,0,iOS 18.5,15,4986.0,332.4,28,116,superior_incompleta
929a8d54-8320-43bc-8b49-4cb760199203,F,28,América,Venezuela,2022-12-10,ULTRA,8760,Tarjeta credito marketplace,1,1,2023-11-07,1,Android 13.2,23,10865.43,472.41,29,123,escolar_completa
48200bdf-47c5-4dac-bc4f-cb3b32f42cb3,M,43,Europa,Italia,2020-12-19,PREMIUM,6303,Tarjeta credito marketplace,1,0,,0,,40,5263.6,131.59,107,0,superior_completa
d9edf780-0ef6-4a50-9c5a-a45355788784,F,38,América,Canadá,2021-11-25,PREMIUM,9525,Tarjeta Credito Bancario,0,1,2024-04-21,1,iOS 18.5,32,3559.04,111.22,28,198,escolar_completa
cedcb64a-88cd-4d1e-8fb8-ec4bc3b74460,F,39,América,Venezuela,2021-06-04,PREMIUM,8824,Tarjeta credito marketplace,1,1,2023-06-30,1,iOS 16.1,12,1446.0,120.5,20,153,superior_incompleta
b5a66661-cd3e-47e4-886c-d29a284f96fc,M,44,América,México,2022-10-19,FREE,7658,Tarjeta credito marketplace,1,0,,0,,25,1124.5,44.98,102,0,escolar_incompleta
83cacb4e-ac02-4a4d-81e5-237ef9178680,M,32,América,Brasil,2023-08-11,FREE,5066,Tarjeta Debido Bancario,0,0,,0,,13,555.1,42.7,107,0,postgrado
adfa73eb-68ee-49e7-89ef-b00a70c2d386,F,55,América,Chile,2021-08-23,FREE,5737,Paypal,0,1,2024-08-12,0,iOS 16.4,34,2007.36,59.04,22,211,superior_incompleta
c9cfdd35-ca9d-4c0b-9e86-e5742111ceed,M,24,América,Colombia,2023-08-14,PREMIUM,3038,Tarjeta Credito Bancario,0,1,2023-10-06,1,Android 14.1,40,5727.2,143.18,20,175,superior_completa
b8221944-529f-4586-abc8-f804155aa980,F,29,Europa,Portugal,2022-10-14,FREE,6441,Tarjeta Debido Bancario,0,1,2025-04-17,1,iOS 16.1,25,882.25,35.29,24,181,escolar_completa
0d00d7dd-8979-4fd3-8f3a-2de14e27a593,M,45,América,Argentina,2023-09-07,ULTRA,15322,Tarjeta credito marketplace,1,1,2025-09-26,0,Android 13.2,29,8210.19,283.11,13,113,superior_completa
bd1a50af-a98e-4590-b31a-eeaf5ee821f6,NB,53,América,Brasil,2024-01-19,FREE,7485,Tarjeta credito marketplace,1,1,2025-02-09,1,KaiOS,33,1988.25,60.25,32,190,superior_completa
8f9f33e7-fd4c-415f-9d3f-78fcdf3c3441,F,30,América,México,2025-10-20,PREMIUM,2280,Tarjeta Debido Bancario,0,1,2025-10-28,1,iOS 17.2,32,6035.52,188.61,30,112,superior_incompleta
213f172c-777a-4aca-97e2-8aeb0f6f39d3,M,41,América,Argentina,2023-12-24,PREMIUM,2336,Tarjeta credito marketplace,1,1,2024-10-15,1,Android 14.1,9,1241.19,137.91,27,161,escolar_completa
22f247ea-9c3f-4fea-b7ad-2344a551c1a8,M,34,Asia,Japón,2023-06-08,FREE,6735,Mercado Pago,1,0,,0,,21,1065.96,50.76,81,0,postgrado
99cac56e-be85-4284-a33d-e5c32be73579,M,49,América,Brasil,2021-11-15,FREE,4283,Tarjeta credito marketplace,1,1,2023-12-24,1,iOS 16.4,11,478.06,43.46,33,127,escolar_completa
1cf89d2a-1aa9-4b42-b060-22b7549f9f0f,F,42,Europa,Países Bajos,2022-10-03,FREE,3971,Paypal,0,0,,0,,17,914.26,53.78,78,0,postgrado
c1eb8feb-c3fe-4309-9d01-6c7d539b72a7,NB,34,América,Brasil,2022-09-19,FREE,6924,Tarjeta Credito Bancario,0,0,,0,,34,1238.62,36.43,93,0,superior_incompleta
9918c898-f5a7-4c79-b4ae-df162c7aa39d,M,30,América,Ecuador,2020-11-09,PREMIUM,8458,Tarjeta credito marketplace,1,0,,0,,29,3513.93,121.17,112,0,escolar_completa
ecb677ee-4a74-40a7-8f87-962a842a302f,F,23,América,Brasil,2021-04-04,PREMIUM,844,Mercado Pago,0,1,2024-12-07,1,iOS 18.5,30,3886.8,129.56,19,187,superior_completa
eaabed9a-5cc4-4803-abf9-1beb3bf7cfb4,F,19,América,EE. UU.,2021-04-11,FREE,6432,Tarjeta credito marketplace,1,0,,0,,17,642.6,37.8,96,0,superior_incompleta
97aaf007-1752-4d24-97bd-8a415ea4723c,F,30,América,Canadá,2023-05-26,FREE,6518,Tarjeta Debido Bancario,0,1,2025-04-02,1,Android 15.2,17,909.33,53.49,34,167,superior_completa
9e0c20bc-0f9b-4928-8d11-74d73cb6fafb,F,37,América,Ecuador,2024-08-04,FREE,3890,Tarjeta credito marketplace,1,1,2024-09-01,1,Android 12.0,32,1283.52,40.11,22,97,escolar_completa
f906c4cf-9268-4e41-bdaf-862417093ac0,F,26,América,México,2025-05-01,ULTRA,16992,Paypal,0,1,2025-10-18,1,Android 15.2,31,9881.87,318.77,27,170,superior_completa
c0c4a1a7-3ee0-441e-b826-e06194311c96,NB,41,Europa,Portugal,2022-10-17,FREE,3299,Tarjeta credito marketplace,1,0,,0,,39,2113.41,54.19,89,0,escolar_completa
f8f21efa-cced-4a0e-a094-f1e7b05ff4aa,F,46,Europa,Italia,2023-03-06,PREMIUM,4479,Tarjeta Debido Bancario,0,1,2025-05-18,0,Android 12.0,35,3862.95,110.37,23,117,superior_completa
0a40b435-7e96-427c-b105-e8866f9c387f,F,31,Asia,Corea del Sur,2021-11-01,ULTRA,3348,Tarjeta credito marketplace,1,1,2023-08-17,1,Android 15.2,18,6917.4,384.3,22,161,postgrado
628e4dac-6cd6-46c4-95f2-7195d6488589,M,40,América,Brasil,2021-12-10,FREE,6283,Paypal,0,1,2024-02-19,1,Android 14.1,22,1000.78,45.49,40,133,superior_incompleta
9bedf6d6-9553-4e60-849c-d029c08aa3d4,F,42,Europa,Alemania,2022-12-10,FREE,3036,Mercado Pago,0,0,,0,,28,1339.24,47.83,123,0,superior_completa
0d74dea3-1890-49b8-8219-22d4c4c59f2b,M,33,América,EE. UU.,2025-09-10,PREMIUM,8634,Tarjeta credito marketplace,1,1,2025-10-03,1,Android 13.2,12,1857.84,154.82,24,179,escolar_completa
9eace06d-404c-4906-80c5-ef04fa820c9f,F,25,Europa,Francia,2023-04-04,FREE,1826,Paypal,0,0,,0,,35,1345.75,38.45,98,0,superior_completa
53992fb8-7c08-421c-9dff-55611c9e3579,M,28,América,México,2023-12-08,PREMIUM,7582,Tarjeta credito marketplace,1,1,2024-07-03,1,Android 13.3,32,4903.68,153.24,35,119,superior_incompleta
d635ac59-dbd4-4fc1-9ee5-a550f1c631b3,M,45,América,Ecuador,2025-03-04,FREE,6645,Tarjeta Credito Bancario,0,1,2025-05-20,0,iOS 16.4,44,2103.64,47.81,24,152,escolar_completa
516ae3ff-3e8f-481a-a501-0a36be35a067,M,32,América,Ecuador,2025-10-17,FREE,7743,Tarjeta credito marketplace,1,0,,0,,34,2069.24,60.86,74,0,superior_completa
293146e4-8894-4b49-b688-336031518fc7,F,31,África,Sudáfrica,2023-11-20,FREE,8000,Paypal,0,1,2024-11-10,0,Android 14.1,28,1393.56,49.77,20,93,superior_completa
9d3f6a93-2575-4b0e-95a4-08eaff24b8d6,F,40,Europa,Francia,2024-06-22,PREMIUM,10818,Tarjeta credito marketplace,1,1,2025-03-04,1,iOS 16.1,16,1840.16,115.01,36,161,superior_completa
f177d787-c187-4f99-ae17-d41281c8f95f,F,52,América,EE. UU.,2022-12-13,FREE,4878,Paypal,0,0,,0,,44,2494.8,56.7,119,0,superior_completa
9e48d8b3-7f7d-4b25-9e93-b355d92583e1,M,55,América,Chile,2021-08-19,PREMIUM,6058,Tarjeta Credito Bancario,0,0,,0,,25,2954.75,118.19,140,0,superior_completa
0278ae9c-3167-4ac9-8434-a0d2f0601d39,F,41,América,Argentina,2021-12-14,FREE,5322,Paypal,1,0,,0,,43,2024.44,47.08,139,0,superior_completa
e3a06588-c558-4f17-89e6-77dc32445529,F,24,América,Argentina,2022-09-03,PREMIUM,11943,Tarjeta Credito Bancario,0,1,2022-10-19,1,KaiOS,18,2513.34,139.63,23,139,escolar_completa
fce7cd09-48e5-42ec-bf83-72813295429c,NB,33,América,Ecuador,2021-10-18,PREMIUM,5673,Tarjeta Credito Bancario,0,0,,0,,18,1551.24,86.18,68,0,superior_incompleta
5a019a9d-29db-457d-880c-6f1f49ecf4d2,F,40,América,Venezuela,2025-07-14,PREMIUM,4438,Tarjeta Credito Bancario,0,1,2025-08-19,0,Android 12.0,35,5226.9,149.34,36,114,superior_incompleta
4ac1105d-bab1-40d7-b7be-6c71135246ad,F,36,América,Venezuela,2024-09-13,FREE,6317,Paypal,0,0,,0,,32,1577.6,49.3,69,0,escolar_completa
3eebe85a-7de3-4bbe-a9c5-ed3078c4addf,NB,55,América,Ecuador,2021-12-16,FREE,3733,Tarjeta Credito Bancario,1,0,,0,,36,2028.24,56.34,123,0,superior_completa
e0b629d9-c040-4bc8-acdd-02447e85dacb,F,38,América,Ecuador,2024-03-18,FREE,6131,Tarjeta Credito Bancario,0,0,,0,,13,608.92,46.84,131,0,escolar_completa
6be51b6f-4b1e-4035-a0f8-364139396a87,M,42,América,Argentina,2023-10-18,FREE,4299,Paypal,1,0,,0,,42,2332.26,55.53,82,0,superior_incompleta
76c2b033-3ec5-429d-ac55-0ab573911cb9,F,30,América,EE. UU.,2024-12-21,PREMIUM,1629,Tarjeta Credito Bancario,0,1,2025-01-08,0,iOS 16.1,33,5066.16,153.52,12,183,escolar_completa
82622f6e-276f-475a-9c4b-6af3dbf037c1,M,53,América,Canadá,2021-10-15,PREMIUM,1143,Paypal,0,1,2023-04-21,1,iOS 17.2,36,5186.52,144.07,18,133,superior_completa
00366225-2544-410d-b5d1-2cd55ba0292f,F,47,América,EE. UU.,2024-03-27,PREMIUM,4866,Tarjeta Credito Bancario,0,1,2024-09-02,0,Android 15.2,14,1697.64,121.26,20,166,superior_incompleta
335d68db-f049-4404-8fa3-a5e6d245da1c,F,45,América,EE. UU.,2022-08-27,FREE,1375,Tarjeta credito marketplace,1,1,2025-01-25,1,iOS 17.2,25,1359.75,54.39,26,181,superior_incompleta
784682b7-b844-4d65-8b88-9b88f71ef853,F,37,Europa,Alemania,2025-03-05,PREMIUM,2295,Tarjeta Debido Bancario,0,1,2025-10-19,1,Android 13.2,37,4944.31,133.63,30,180,postgrado
1df58fc8-4f0a-44af-b314-939c208d8e0d,F,28,Oceanía,Nueva Zelanda,2023-10-23,PREMIUM,11073,Mercado Pago,0,1,2025-08-27,0,KaiOS,7,1400.0,200.0,26,187,superior_completa
7100b689-e206-46e0-accd-ef5be0f57f1b,NB,42,América,Canadá,2022-02-04,FREE,4214,Tarjeta Credito Bancario,1,0,,0,,29,1139.12,39.28,123,0,superior_completa
c7b842ff-e4be-4e55-a284-736b8b1d897b,F,42,Asia,China,2025-09-04,FREE,1796,Tarjeta Credito Bancario,0,0,,0,,16,727.68,45.48,66,0,escolar_completa
8fc793fd-068d-43fd-b4cf-4fb2d4da18b7,F,31,Europa,España,2025-09-25,PREMIUM,11970,Tarjeta credito marketplace,1,0,,0,,5,781.95,156.39,132,0,postgrado
77e1f9e6-6b22-4ef9-a919-346b7075940d,F,68,América,Chile,2025-09-15,ULTRA,11758,Tarjeta Debido Bancario,0,1,2025-10-10,0,Android 12.0,3,792.15,264.05,39,142,escolar_completa
58bb435c-d2cd-4aef-9674-7e8d5a515dad,SR,29,América,Canadá,2022-12-15,FREE,2177,Tarjeta Debido Bancario,0,1,2024-07-06,1,Android 13.2,36,1539.0,42.75,18,101,superior_incompleta
856e7a69-ec8d-4d3b-bc17-a48c5fc093c8,F,37,América,Argentina,2025-10-01,PREMIUM,6778,Tarjeta Credito Bancario,0,0,,0,,31,3538.34,114.14,106,0,superior_incompleta
34d05e11-e412-4a2e-8716-48ffa1d1aa39,F,47,América,Argentina,2023-12-22,FREE,4398,Tarjeta Credito Bancario,1,1,2024-11-30,0,iOS 17.2,23,987.85,42.95,18,138,superior_incompleta
67db25f8-982c-4882-be1a-0bd03a30650b,M,32,América,México,2023-08-06,ULTRA,6858,Tarjeta Debido Bancario,0,1,2025-04-21,0,Android 13.2,17,7363.21,433.13,34,119,escolar_incompleta
95b57ed8-5b1a-40a5-94c2-ea5df58906f0,F,53,Europa,Reino Unido,2024-09-28,ULTRA,15032,Tarjeta Debido Bancario,0,1,2025-09-17,1,Android 13.3,27,8875.71,328.73,21,159,escolar_completa
9535fc59-6d43-4f68-8840-c836358799a8,F,60,América,Ecuador,2021-10-02,FREE,4490,Tarjeta Credito Bancario,0,0,,0,,38,1268.44,33.38,106,0,postgrado
815d3e7b-655f-40da-815f-b64dd0d07171,F,25,África,Egipto,2025-03-18,FREE,3394,Tarjeta Debido Bancario,0,0,,0,,13,579.93,44.61,94,0,postgrado
0402f8d4-3799-4670-ac08-dd1d0ce41ac3,F,61,Europa,Italia,2024-08-23,ULTRA,3480,Tarjeta credito marketplace,1,1,2025-06-24,0,Android 14.1,34,12878.18,378.77,39,98,superior_incompleta
53ec9bf8-cadb-43c4-b9ff-f4bf9e1a300e,M,39,América,Venezuela,2023-04-14,FREE,5504,Tarjeta Credito Bancario,0,1,2025-08-13,0,Android 13.3,20,1175.8,58.79,30,143,superior_completa
39922c5b-da7a-4ee7-94f3-961fc336965d,F,31,América,Venezuela,2024-12-08,FREE,2488,Tarjeta credito marketplace,1,1,2025-05-28,1,iOS 18.5,49,2825.83,57.67,32,131,superior_incompleta
a69120ea-4c80-4baf-8e5f-e9861e26b34b,M,43,América,Venezuela,2024-12-17,FREE,4580,No agregado,0,0,,0,,33,1660.23,50.31,88,0,escolar_incompleta
db4cea70-5b1f-43e4-be53-727b97b02d7f,M,37,América,Brasil,2024-12-24,ULTRA,12320,Tarjeta credito marketplace,1,1,2025-08-20,1,KaiOS,14,4913.3,350.95,26,169,superior_completa
deb50ab4-12db-4b40-8ccb-9283ec292270,F,33,América,Venezuela,2023-08-24,FREE,2134,Tarjeta Credito Bancario,0,0,,0,,41,2409.98,58.78,103,0,escolar_completa
1593f4ec-7f09-4f5a-878c-1d1b0c934c31,M,44,América,Venezuela,2021-12-02,FREE,4523,Tarjeta Credito Bancario,0,0,,0,,36,1806.48,50.18,64,0,escolar_incompleta
80fe27fa-c7ae-4461-97cf-f25d15a5d83f,F,39,América,EE. UU.,2021-02-14,FREE,7788,Tarjeta Credito Bancario,0,0,,0,,50,1896.0,37.92,46,0,superior_completa
b436b475-4826-494b-8297-6e1a2e24a173,M,29,América,Argentina,2025-03-12,FREE,6237,Tarjeta credito marketplace,1,1,2025-09-15,1,Android 12.0,39,2249.13,57.67,26,159,escolar_completa
b1de4c37-9c6e-496a-a431-195fa0a6d33a,M,38,Europa,Suecia,2025-09-24,FREE,2279,Tarjeta Credito Bancario,1,1,2025-10-14,1,Android 12.0,31,1565.5,50.5,16,156,superior_incompleta
3cb625e6-9a5a-412a-961e-945165f91e2a,F,25,América,Brasil,2025-10-28,FREE,3866,Tarjeta Debido Bancario,0,1,2025-10-28,1,Android 13.3,31,1818.46,58.66,36,86,superior_incompleta
29903ff5-8825-4ac4-91f7-8cddcfb228cd,M,30,Europa,España,2021-03-06,FREE,6219,Tarjeta credito marketplace,1,0,,0,,8,439.44,54.93,93,0,postgrado
03675870-debd-4d4f-84a1-14152232b0f7,F,26,América,Venezuela,2021-10-19,FREE,5062,Mercado Pago,0,0,,0,,35,1664.25,47.55,68,0,escolar_completa
14799f6b-9423-453f-8ff8-a86f347981e9,F,41,América,Venezuela,2024-08-12,FREE,2091,Paypal,0,0,,0,,30,1416.0,47.2,82,0,escolar_completa
6b15d921-2da2-42a0-b3c9-366dcca6e4db,F,27,América,Ecuador,2023-10-04,PREMIUM,8433,Tarjeta credito marketplace,1,1,2024-07-29,0,Android 15.2,29,4827.92,166.48,27,112,superior_completa
ae2c130b-5695-4413-9355-b63fa6a190b7,F,26,América,Brasil,2021-09-11,PREMIUM,8085,Tarjeta Credito Bancario,0,0,,0,,9,1460.52,162.28,147,0,superior_incompleta
953fc580-4e78-4673-9df9-f39141a2adbb,M,41,América,Venezuela,2021-12-01,PREMIUM,7222,Tarjeta credito marketplace,1,1,2023-06-03,1,iOS 16.4,28,3995.32,142.69,34,148,postgrado
d2fe6ab3-bbf4-43bf-8b76-5ebd2ce448ae,F,46,Europa,España,2023-10-28,PREMIUM,10892,Tarjeta Debido Bancario,0,0,,0,,9,1272.6,141.4,88,0,superior_completa
d2b6fba0-4ec3-4cd1-8589-016854619961,F,43,América,Ecuador,2023-04-08,FREE,7304,Tarjeta Credito Bancario,0,0,,0,,39,1886.43,48.37,110,0,escolar_completa
adc7db99-ee92-4ba4-b701-72165bb18875,F,47,América,Chile,2023-12-01,FREE,4461,Tarjeta Credito Bancario,1,0,,0,,37,2053.5,55.5,85,0,superior_completa
20c61ab7-579e-4a76-bfc2-8bf0f93d1eec,M,36,América,EE. UU.,2021-12-20,FREE,4374,Tarjeta credito marketplace,1,1,2022-03-18,1,Android 13.3,25,1076.0,43.04,30,103,escolar_incompleta
91b328e0-10d4-4b1e-af7c-182f7ee20fa3,M,39,América,Chile,2025-09-06,FREE,5855,Tarjeta credito marketplace,1,0,,0,,23,992.22,43.14,92,0,superior_incompleta
64001bdc-9e67-479a-b53f-411cb2bbd899,SR,41,América,Perú,2021-02-21,FREE,1707,Tarjeta credito marketplace,1,0,,0,,12,505.44,42.12,120,0,superior_incompleta
a10a9834-7be2-402f-862c-e8e19e9b05ae,M,41,América,Perú,2021-07-18,FREE,2637,Tarjeta credito marketplace,1,0,,0,,32,1469.44,45.92,98,0,escolar_completa
5817ab0c-1d6b-4706-8774-2c1a9b291df1,M,38,América,Brasil,2025-08-14,PREMIUM,7610,Tarjeta credito marketplace,1,1,2025-10-23,1,iOS 16.4,33,4902.15,148.55,26,189,superior_completa
9e016875-c14b-409f-8475-f542f5c497f7,NB,30,América,Venezuela,2024-03-17,PREMIUM,10305,Tarjeta credito marketplace,1,0,,0,,24,2979.36,124.14,87,0,superior_incompleta
91706208-d7ea-4cdb-8123-655bf4a3d905,M,22,América,EE. UU.,2025-02-07,FREE,7568,Tarjeta credito marketplace,1,0,,0,,30,1158.9,38.63,102,0,superior_completa
b46b24e8-2205-4fac-9e01-919d0c68ca78,M,36,América,Canadá,2024-08-08,PREMIUM,2187,Tarjeta Debido Bancario,0,1,2025-09-03,0,iOS 16.4,38,4943.04,130.08,9,167,escolar_completa
1c50ac5a-c862-444b-a2af-834305974245,M,29,América,Argentina,2025-10-22,FREE,2049,Tarjeta Credito Bancario,0,1,2025-10-29,1,Android 12.0,12,646.44,53.87,22,109,superior_incompleta
db663385-e99b-4297-9ab1-f9cd072f7779,F,42,América,Argentina,2023-12-21,FREE,4504,Tarjeta credito marketplace,1,0,,0,,17,718.76,42.28,75,0,escolar_completa
d2357a9e-b34f-4a4d-a34f-de34a8825b9c,NB,31,América,Venezuela,2021-12-22,FREE,7075,Tarjeta Credito Bancario,0,1,2022-10-31,1,Android 12.0,9,404.46,44.94,27,87,superior_incompleta
2516978d-4f1f-4434-8086-d5923e9fee0d,M,34,América,Chile,2024-03-20,ULTRA,9662,Mercado Pago,1,1,2024-08-27,1,iOS 18.5,5,2009.85,401.97,30,180,escolar_completa
ba80b3bc-7dc2-4e92-96cf-6b726c3d5a7b,M,33,América,Ecuador,2021-03-13,FREE,588,Tarjeta Credito Bancario,0,1,2022-11-08,0,iOS 17.2,38,1436.78,37.81,23,161,escolar_completa
